Ndege Oriedo Dispensary,Level 2,Dispensary,Migori,Rongo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kolwal Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Piny Owacho Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Midida Dispensary,Level 2,Dispensary,Migori,Uriri,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kitere Health Centre,Level 2,Basic Health Centre,Migori,Rongo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Labasigale Dispensary,Level 2,Dispensary,Garissa,Dadaab,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Hagarbul Dispensary,Level 2,Dispensary,Garissa,Dadaab,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Afwein Dispensary,Level 2,Dispensary,Garissa,Lagdera,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chemamit Dispensary,Level 2,Dispensary,Narok,Transmara East,Operational,"Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ndamama Dispensary,Level 2,Dispensary,Narok,Transmara East,Operational,"Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Shartuka Dispensary,Level 2,Dispensary,Narok,Transmara West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mogor Dispensary,Level 2,Dispensary,Narok,Transmara East,Non-Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sitoka Dispensary,Level 2,Dispensary,Narok,Transmara South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kapune Dispensary,Level 2,Dispensary,Narok,Transmara West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chemegong Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapchanga Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kiplelgutik Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Eden Medical Clinic (Kapsoit),Level 2,Medical Clinic,Kericho,Ainamoi,Closed,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kejiriet Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kalyongwet Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kaplamai Dispensary,Level 2,Dispensary,Nakuru,Kuresoi South,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Naramam Dispensary,Level 2,Dispensary,West Pokot,KIPKOMO,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kiplobotwo Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Marakwet West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lukohe Health Centre,Level 3,Basic Health Centre,Kakamega,Butere,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mabole Health Centre,Level 3,Basic Health Centre,Kakamega,Butere,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapsangaru Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,HIV Counselling & Testing
Kamboo Health Centre,Level 2,Comprehensive Health Centre,Makueni,Kibwezi West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mboroga Dispensary,Level 2,Dispensary,Meru,Buuri East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapkessum Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Keiyo North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kipsoen Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Keiyo North,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chororget Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Keiyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Epkee Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Keiyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Emeroka Dispensary,Level 2,Dispensary,Kisii,Nyaribari Masaba,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mt. Zion Community Health Clinic,Level 2,Medical Clinic,Makueni,Kibwezi West,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kakutha Dispensary,Level 2,Dispensary,Makueni,Makueni,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Escarpment Dispensary,Level 2,Dispensary,Kiambu,Lari,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamuchege Dispensary,Level 2,Dispensary,Kiambu,Lari,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mbau-ini Dispensary,Level 2,Dispensary,Kiambu,Lari,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Gitithia Dispensary,Level 2,Dispensary,Kiambu,Lari,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kianda Dispensary,Level 2,Dispensary,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mavivye Model Health Centre,Level 3,Basic Health Centre,Makueni,Kilome,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kaptoror Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Marakwet West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Githambo Dispensary,Level 2,Dispensary,Muranga,Kahuro,Operational,"Condom Distribution & STI Prevention, HIV preventive Package"
Napeitom Dispensary,Level 2,Dispensary,Turkana,Turkana East,Closed,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Loperot Dispensary,Level 2,Dispensary,Turkana,Turkana South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Okook Dispensary,Level 2,Dispensary,Busia,Teso Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Reale Hospital Eldoret,Level 4,Primary care hospitals,Uasin Gishu,Kesses,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kamolo Dispensary,Level 2,Dispensary,Busia,Teso North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Itumbule Health Centre,Level 3,Basic Health Centre,Makueni,Kilome,Operational,HIV Counselling & Testing
Maweni CDF Dispensary,Level 2,Dispensary,Mombasa,Nyali,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kerobo Health Centre,Level 3,Basic Health Centre,Nyamira,Nyamira North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kalimapus Dispensary,Level 2,Dispensary,Turkana,Turkana Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngarendare Dispensary,Level 2,Dispensary,Meru,Buuri West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Enesampulai Dispensary,Level 2,Dispensary,Narok,Narok Central,Operational,"Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Eshikulu Dispensary,Level 2,Dispensary,Kakamega,Mumias West,Operational,"HBV/HCV Coinfection Prevention and Management, HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Katheri Health Centre,Level 3,Basic Health Centre,Meru,Imenti Central,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Nthungululu Dispensary,Level 2,Dispensary,Machakos,Yatta,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamasega Dispensary,Level 2,Dispensary,Kericho,Sigowet/Soin,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lokaburu Dispensary,Level 2,Dispensary,Turkana,Turkana South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bituyu Dispensary,Level 2,Dispensary,Bungoma,Kimilili,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bahai Dispensary,Level 3,HEALTH CENTRE,Bungoma,Kimilili,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kadokony Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Uradi Health Centre,Level 3,Comprehensive Health Centre,Siaya,Alego Usonga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Givole Dispensary,Level 2,Dispensary,Vihiga,Hamisi,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Namirama Dispensary,Level 2,Dispensary,Kakamega,Navakholo,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sironoi Dispensary,Level 2,Dispensary,Nandi,Chesumei,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kuoyo Kaila Health Centre,Level 3,Basic Health Centre,Kisumu,Seme,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ikonzo Model Health Centre,Level 3,Basic Health Centre,Busia,Butula,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Embu-Mbeere Hospice,Level 2,Dispensary,Embu,Mbeere South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Kavatanzou Dispensary,Level 2,Dispensary,Makueni,Kaiti,Closed,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Musingini Dispensary,Level 2,Dispensary,Machakos,Masinga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kyasioni Dispensary,Level 2,Dispensary,Machakos,Yatta,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kishaunet Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kesot Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Bukhalalire Dispensary,Level 2,Dispensary,Busia,Butula,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Masendebale Dispensary,Level 2,Dispensary,Busia,Butula,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bukalama Dispensary,Level 2,Dispensary,Busia,Matayos,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lwanyange Dispensary,Level 2,Dispensary,Busia,Nambale,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kiplombe Dispensary (Koibatek),Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapkoris Dispensary,Level 2,Dispensary,West Pokot,West Pokot,Operational,Condom Distribution & STI Prevention
Simotwet Dispensary (Koibatek),Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Malaha dispensary,Level 2,Dispensary,Kakamega,Mumias East,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sirate Dispensary,Level 2,Dispensary,Nyamira,Manga,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chebilat Dispensary(Nandi South),Level 2,Dispensary,Nandi,Aldai,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Manoa Dispensary,Level 2,Dispensary,Taita Taveta,Mwatate,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Modambogho Dispensary,Level 2,Dispensary,Taita Taveta,Mwatate,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sinai Medical Services,Level 3,Medical Center,Kitui,Mwingi Central,Operational,HIV Counselling & Testing
Mama Plister Blair Health Centre,Level 3,Medical Clinic,Kisumu,Muhoroni,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Shelemba Dispensary,Level 2,Dispensary,Taita Taveta,Mwatate,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Holo Dispensary,Level 2,Dispensary,Kisumu,Nyando,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nalondo Health Centre (Model),Level 3,Comprehensive Health Centre,Bungoma,Kabuchai,Operational,"HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Luuya Dispensary,Level 2,Dispensary,Bungoma,Kabuchai,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ebukoolo Dispensary,Level 2,Dispensary,Vihiga,Emuhaya,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Koru Dispensary,Level 2,Dispensary,Kisumu,Muhoroni,Operational,"HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Masol Dispensary,Level 2,Dispensary,West Pokot,Pokot Central,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kangonde Health centre,Level 3,Basic Health Centre,Machakos,Masinga,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kaonyweni Dispensary,Level 2,Dispensary,Machakos,Masinga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kipsogon Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamar Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention"
Ng'endalel Dispensary (Mogotio),Level 2,Dispensary,Baringo,Mogotio,Operational,"Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Waseges Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chemoinoi Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Sugumerga Dispensary,Level 2,Dispensary,Bomet,Chepalungu,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sachora Dispensary,Level 2,Dispensary,Bomet,Chepalungu,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kipkitur Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Oldebes Dispensary,Level 2,Dispensary,Baringo,Mogotio,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kalamene Dispensary,Level 2,Dispensary,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kibias Dispensary,Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kabiyet Dispensary,Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Seguton Dispensary,Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nakurtakwei Dispensary,Level 2,Dispensary,Baringo,Koibatek,Operational,"HIV Counselling & Testing, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyaporo Dispensary,Level 2,Dispensary,Kakamega,Mumias East,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapkota Dispensary,Level 2,Dispensary,Bungoma,Cheptais,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Koshok Dispensary,Level 2,Dispensary,Bungoma,Mt Elgon,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Boka Dispensary,Level 2,Dispensary,Tana River,Bura,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Yala Health Centre,Level 3,Basic Health Centre,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Antubochiu Dispensary,Level 2,Dispensary,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Amwamba Dispensary,Level 2,Dispensary,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ithangarari Dispensary,Level 2,Dispensary,Muranga,Gatanga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
